Europawahl 2024;
Vorläufiges Ergebnis;
Nr;Gebiet;gehört zu;Wahlberechtigte;;Wählende;;Ungültige Stimmen;;Gültige Stimmen;;Christlich Demokratische Union Deutschlands;;BÜNDNIS 90/DIE GRÜNEN;;Sozialdemokratische Partei Deutschlands;;Alternative für Deutschland;;Christlich-Soziale Union in Bayern e.V.;;DIE LINKE;;Freie Demokratische Partei;;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;FREIE WÄHLER;;PARTEI MENSCH UMWELT TIERSCHUTZ;;Ökologisch-Demokratische Partei, Die Naturschutzpartei;;Familien-Partei Deutschlands;;Volt Deutschland;;Piratenpartei Deutschland;;MERA25 - Gemeinsam für Europäische Unabhängigkeit;;Die Heimat;;Aktion Partei für Tierschutz;;Partei für schulmedizinische Verjüngungsforschung;;Bündnis für Innovation & Gerechtigkeit;;Bündnis C - Christen für Deutschland;;Partei der Humanisten;;Menschliche Welt, für das Wohl und Glücklichsein aller;;Deutsche Kommunistische Partei;;Marxistisch-Leninistische Partei Deutschlands;;Sozialistische Gleichheitspartei, Vierte Internationale;;Aktion Bürger für Gerechtigkeit;;Basisdemokratische Partei Deutschland;;BÜNDNIS DEUTSCHLAND;;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit;;Demokratische Allianz für Vielfalt und Aufbruch;;Klimaliste Deutschland;;Parlament aufmischen – Stimme der Letzten Generation;;Partei der Vernunft;;Partei des Fortschritts;;V-Partei³ - Partei für Veränderung, Vegetarier und Veganer;;Übrige;;
16068;Sömmerda;16;56473;57450;35581;35151;322;828;35259;34323;9056;9493;825;2087;2042;3093;12475;8493;;;1858;4687;603;1501;499;631;489;759;365;531;71;110;374;599;242;102;114;174;29;44;129;443;172;114;14;120;8;22;30;24;24;40;44;54;11;34;34;61;2;7;30;;61;;180;;5273;;11;;9;;44;;32;;82;;27;;;1100;
16069;Hildburghausen;16;50316;52476;33813;33914;298;719;33515;33195;6558;8528;590;1855;1910;3325;12195;8030;;;1460;4660;557;1080;480;590;2486;1673;293;445;200;243;358;554;153;105;101;164;19;40;85;303;158;105;13;117;8;10;45;46;30;26;42;64;31;60;17;56;6;10;42;;93;;177;;5219;;13;;20;;29;;29;;80;;18;;;1106;
16070;Ilm-Kreis;16;83798;85619;52904;54305;475;1113;52429;53192;10884;12000;2114;4465;4094;5426;17253;13419;;;3011;7262;1033;2229;1226;1519;1103;1399;577;795;108;235;550;781;737;218;336;352;51;117;119;376;296;163;34;170;15;19;66;77;91;91;87;100;24;44;32;120;6;6;51;;112;;324;;7672;;33;;30;;104;;39;;181;;36;;;1809;
16071;Weimarer Land;16;66449;66547;43097;43772;371;919;42726;42853;10550;11837;1440;3236;2850;3720;13926;10449;;;2022;4960;916;1959;784;828;935;1370;421;640;81;144;470;690;375;147;132;223;47;77;139;521;204;142;34;144;14;16;53;54;55;81;43;55;16;37;25;73;5;6;46;;112;;237;;6431;;28;;14;;82;;40;;162;;37;;;1444;
16072;Sonneberg;16;45822;48378;26089;27807;171;524;25918;27283;5534;7146;528;1696;1727;2596;9952;7206;;;1371;4045;424;889;406;583;374;407;227;389;98;234;193;316;122;72;65;110;17;41;77;267;114;124;10;73;16;8;40;42;24;33;23;34;16;36;30;97;3;11;24;;40;;144;;4149;;9;;14;;44;;18;;71;;14;;;828;
16073;Saalfeld-Rudolstadt;16;84724;88342;49575;53882;329;1034;49246;52848;9890;12180;1250;3328;3578;5596;17307;14592;;;2350;6817;825;2422;962;1176;795;1355;426;780;84;217;509;818;416;162;190;273;44;91;143;485;243;188;29;181;14;29;69;62;45;49;80;112;18;58;26;132;11;9;57;;102;;278;;9115;;10;;25;;104;;38;;172;;41;;;1736;
16074;Saale-Holzland-Kreis;16;67684;68278;45600;45101;411;1003;45189;44098;11191;11366;1483;3183;2863;3966;14404;10210;;;2524;6282;955;2310;872;877;620;1013;436;798;107;211;575;796;565;179;148;225;42;94;127;326;267;153;22;185;22;33;75;62;66;67;70;114;31;48;20;89;5;11;47;;132;;386;;6784;;13;;38;;71;;31;;145;;52;;;1500;
16075;Saale-Orla-Kreis;16;64882;67029;38507;42514;183;884;38324;41630;9174;10429;812;2253;2212;3791;14426;11264;;;1756;5713;615;1946;623;718;593;1136;307;605;72;216;373;825;248;145;131;185;23;66;96;297;159;161;24;162;14;13;110;92;40;37;53;78;23;58;25;76;5;5;34;;67;;208;;5853;;23;;14;;57;;27;;98;;29;;;1359;
16076;Greiz;16;80024;82940;52514;53197;509;1139;52005;52058;13416;14559;1222;3031;2967;4859;18399;13297;;;2203;6427;908;2288;929;934;675;999;491;866;83;195;572;978;329;171;139;244;29;96;132;375;279;216;24;254;14;26;127;120;60;48;81;104;22;48;32;80;10;10;51;;126;;267;;8073;;19;;30;;63;;37;;147;;49;;;1833;
16077;Altenburger Land;16;72674;75936;43444;42954;386;1053;43058;41901;9910;10674;902;2298;2778;4582;15893;11371;;;2274;5664;735;1641;649;703;495;587;481;678;70;135;483;751;255;120;136;185;30;57;188;325;212;160;34;153;21;17;67;92;40;44;97;69;23;51;23;67;3;16;134;;76;;333;;6411;;15;;24;;68;;36;;112;;50;;;1461;
16;Thüringen;99;1695667;1740866;1049392;1071240;8297;21019;1041095;1050221;241317;259817;43711;90409;85301;115583;320025;236579;;;59527;144866;21112;45715;20439;24909;18929;25494;10241;15011;2986;5144;10204;15520;13249;4330;4275;6066;1397;2490;2890;10003;4967;3339;600;3864;348;415;1602;1725;1346;1453;1488;1775;521;1143;695;2084;141;242;1148;;2291;;5462;;156226;;429;;671;;2392;;767;;3375;;1023;;;32245;
;
99;Bundesgebiet;;61941751;61600263;40128348;37807746;332136;410857;39796212;37396889;9431567;8438975;4736913;7677071;5548528;5916882;6324008;4104453;2513300;2355067;1091268;2056049;2060457;2028594;775392;899079;1062132;806703;570498;542226;257968;369869;243975;273828;1023161;249098;186773;243302;118616;130229;41006;101011;173443;99780;18935;70869;31141;68647;75053;66327;82275;62604;54098;34470;14945;20396;13553;18342;5923;5283;26506;;99502;;164477;;2453652;;148724;;31504;;104340;;29508;;227631;;55440;;;757735;
